5804006|Groupe Dziga Vertov
1056660|Fred Schepisi
3009327|Paul Auster
3501662|Tom Putnam
3501662|Brenna Sanchez
3094543|Francis Veber
3938336|Michele Soavi
5860367|Jamshed Usmonov
913221|Dudley Murphy
3020416|David Butler
4286322|Anne Fontaine
3157381|Chen Kaige
3007809|John Cromwell
3007809|W.S. Van Dyke
3992162|Alex Jones
1112599|Lewis Teague
4282069|Jennifer Maytorena Taylor
4159136|Brian Poyser
1060808|Lawrence Kasdan
3914905|F.W. Murnau
5441344|Paul Mazursky
5663153|Lionel Barrymore
3146982|Mike Nichols
4281943|Paul Saltzman
5096224|Cindy Meehl
2500468|Phil Morrison
3145653|Michael Attenborough
3948376|Antonio Leonviola
3112262|Richard Linklater
4837345|Francesco Munzi
4327808|Hrishikesh Mukherjee
2545470|Susan Raymond
3360384|Doug Liman
3950125|Bob Hercules
2880520|Steven Soderbergh
3222130|Kenji Mizoguchi
3921822|Sandrine Bonnaire
3236852|John Bradshaw
4278738|Davis Guggenheim
4279890|Adam Foulkes
4279890|Alan Smith
2311905|Diane Kurys
2189975|Sai Paranjpye
3299016|Spike Lee
2044890|L. Q. Jones
4141636|Boaz Davidson
2151203|Percy Adlon
3269783|Godfrey Reggio
851546|Gabriel Axel
1124056|Marcelo Pedroso
3266324|Cédric Klapisch
5742277|Julia Ivanova
5771851|Isao Takahata
4341512|Bertrand Tavernier
5909190|Andy Capper
3228610|Sydney Pollack
4080363|Patrick McGrady
3833374|Lina Wertmüller
4343353|Anil Mehta
4167930|Peter Medak
5193685|Guillaume Canet
4320275|Clint Eastwood
4345697|Joseph L. Mankiewicz
5289468|George Fitzmaurice
3589968|Elia Kazan
5290017|Tariq Nasheed
3268142|Randal Kleiser
3376163|Yuan Zhang
2237404|Bigas Luna
3787362|Lamont Johnson
4660795|Olivier Assayas
3286151|Steven Soderbergh
3301752|Derek Jarman
3301752|Paul Humfress
5086817|Pierre Boutron
3840423|Stefan Ruzowitzky
4094044|F.W. Murnau
3297838|Tjebbo Penning
5957006|Corneliu Porumboiu
4083023|Jake Clennell
3505954|Chen Kaige
3054631|Elia Suleiman
3409257|Rodrigo Bellott
4655935|Jacques Rozier
5586346|Michael Curtiz
4318695|Michael Crichton
5732116|Toshiaki Toyoda
3301750|Sidney J. Furie
4342824|Lajos Koltai
4082276|Clint Eastwood
3886145|Louis Malle
3837590|Mads Brügger
4096493|Raymundo Gleyzer
3504243|Marco Tullio Giordana
3150370|Albert Hughes
3150370|Allen Hughes
4147732|Carlos Bolado
4147732|B.Z. Goldberg
4147732|Justine Shapiro
3250841|Ertem Eğilmez
3133877|Peter Cattaneo
3314922|Guy Hamilton
4081567|Christian Duguay
2089063|Sydney Pollack
3587488|James Wan
3374907|Sammo Hung
2652086|Guy Green
4910368|Anusha Rizvi
3102499|Jafar Panahi
5912537|Jacques Feyder
4148496|Serdar Akar
3780278|Fatih Akin
4063450|Wes Anderson
3446852|Fabrice Cazeneuve
2593504|Mohsen Makhmalbaf
4344786|Sam Raimi
2811396|Barry Levinson
4278739|Quentin Tarantino
3503406|Werner Herzog
4439772|Patrick Lebon
3135868|Lloyd Bacon
5742032|Ben Sharpsteen
5954631|Jeff Krulik
2237400|Montxo Armendáriz
2750902|Alfred Hitchcock
2065087|Igor Auzins
3419265|Alex Proyas
5925085|Lionel Rogosin
3787325|Alexandre Rockwell
4063447|Wong Kar-Wai
3050731|Bill Condon
3926862|John Ford
5181519|Julien Nitzberg
3922666|Mira Nair
3988064|Anita W. Addison
3758858|James Mangold
4275737|Thomas Carter
3458688|Jong-hyuk Lee
4673938|Gregg Champion
3158281|François Truffaut
4655160|Emilio Maillé
4286444|Cherien Dabis
5973042|Sara Blecher
3065355|Rolando Klein
4061928|Aleksandr Ptushko
4308710|Piotr Dumala
3134709|John Ford
4328601|Rafael J. Salvia
3253706|Chung Wang
3282690|Aleksey Balabanov
4661367|Anne-Marie Etienne
5095276|Richard Rich
2206459|Alla Surikova
4346681|Laura Poitras
2113688|Paul Harather
3956595|Dave Fleischer
3158089|John Boorman
2989006|Desmond Nakano
3905968|Marshall Neilan
4438150|Axel Corti
3294882|Hrishikesh Mukherjee
5259848|Chad Freidrichs
3150431|Luchino Visconti
5050244|Xavier Beauvois
5727166|Christopher Guest
3841350|Jack Conway
5831379|Edgar Morin
5831379|Jean Rouch
5732647|Juan de Orduña
3007049|Fred Schepisi
3822037|Pete McCormack
3822037|Jesse James Miller
4341523|Archie Mayo
5648861|Nicholas Ray
3450511|Jean-Baptiste Andrea
3450511|Fabrice Canepa
5095176|Jonathan English
2571193|Jean-Pierre Dardenne
2571193|Luc Dardenne
2545149|Errol Morris
3279641|Fritz Lang
3227505|Robert Altman
3948720|Jason Kohn
3809425|Jem Cohen
3429777|Abbas Kiarostami
3503421|Rainer Werner Fassbinder
4311878|Daniele Ciprì
4311878|Franco Maresco
4232120|Sergei Dvortsevoy
3591869|Ray Enright
3591869|Busby Berkeley
3808166|Karin Albou
846612|John Junkerman
2370294|Matthew Diamond
5689399|Scott Thurman
4086685|Esther Robinson
3439743|David Petersen
4159140|James F. Collier
3059515|Jennifer Alleyn
3059515|Manon Briand
3059515|Marie-Julie Dallaire
3059515|Arto Paragamian
3059515|Andre Turpin
3059515|Denis Villeneuve
4167257|Harold Becker
4837934|Marcel Carné
4173445|Çağan Irmak
4203888|Roberto Rossellini
4327833|Harmesh Malhotra
5193520|Justin Chadwick
4168970|David E. Simpson
4253494|Veit Helmer
3039716|Billy Wilder
3819166|Bret Wood
2365321|Kevin Brownlow
2365321|David Gill
3978665|Steno
3212547|Joseph L. Mankiewicz
3212547|Rouben Mamoulian
3212547|Darryl F. Zanuck
4653623|George Roy Hill
3393056|Yasujirō Ozu
5209084|Celine Danhier
3445440|Michael Curtiz
1609354|Neil Jordan
3884937|Nancy Savoca
5068314|Kevin Macdonald
4840651|John Barker
4223786|Kiyoshi Kurosawa
3410467|King Hu
5209100|Fred Niblo
5845274|Robert O'Hara
5479842|Thomas Arslan
3023947|Hayao Miyazaki
3023947|Shigetsugu Yoshida
5289540|Laurence Olivier
3396939|Justin Lin
4646370|Jeff Deutchman
4094372|Henry Chalfant
4094372|Tony Silver
3758841|Sam Mendes
819148|Alfred E. Green
3884732|Derek Jarman
3932017|Andy Warhol
1042377|Spike Lee
3462634|Bryan Buckley
5093382|Ernst Lubitsch
5195421|Jalmari Helander
4209706|Nicholas Hytner
4167081|Howard Hughes
4167081|Edmund Goulding
4167081|James Whale
4959075|Peter R. Hunt
4195326|Luiz Fernando Goulart
5914038|Sarah Polley
4320911|Eric Isaacson
4342915|Lionel Chetwynd
3378440|Sylvain Chomet
743924|Paul Wendkos
4224745|Don Medford
1139325|George T. Nierenberg
3818574|Oliver Stone
2321639|Nicholas Meyer
5817670|Ingmar Bergman
3158399|Jerry Zucker
4224545|Steve Cohen
3213944|Abel Gance
2087939|Aaron Schneider
5434251|Guy Ritchie
5206017|Erez Tadmor
5206017|Sharon Maymon
4658268|Steve Rosen
4658268|Terri DeBono
5684779|Paul Williams
2582971|Todd Solondz
4080193|Marc Isaacs
1328165|Philip Haas
3975197|Sidney J. Furie
3431232|Sydney Pollack
765414|Jacques Tourneur
3502542|Peter Marcy
2637903|Wim Wenders
3886233|Peter Medak
4344775|Takuya Sato
3855450|Luc Moullet
5197545|Michael Stephenson
3407619|Hugh Harman
3741257|Wong Jing
3877330|Gianni Amelio
5582526|Andrew Currie
3136090|Betty Thomas
3785897|Mark Christopher
3184202|Woody Allen
4078514|Marcelo Gomes
4295278|Werner Schroeter
3957973|Radley Metzger
3813528|Barbara Loden
3145558|Herbert Ross
3493282|Paul Morrissey
2198982|Henri-Georges Clouzot
3039628|Christian Cisneros
3378229|Wiktor Grodecki
3411732|Shekhar Kapur
3297829|Frances Marion
5828230|Ignacio Ferreras
4209231|Mamoru Oshii
2750887|Steven Soderbergh
3507987|Marco Tullio Giordana
3841028|Edward Yang
2689655|Nicolas Philibert
4273034|Brian Robbins
3508141|Antonio Capuano
5776449|Robert Zemeckis
3008827|Deb Hagan
5259801|Andreas Gutzeit
5259801|Johannes von Kalckreuth
5138433|Wayne Wang
3051592|Tag Purvis
3787096|Deborah Koons
5582133|Daniel Espinosa
3298872|Paul Morrissey
3851535|Otto Preminger
2622137|Yolande Zauberman
2237402|Ramón Torrado
4253600|Mai Zetterling
4676003|James Kent
4900770|Maren Ade
5193190|Martin Campbell
2047940|Grigori Chukhrai
4899995|Hamilton Luske
4174190|Massimo Cappelli
1998262|Bernardo Bertolucci
3459481|Ismaël Ferroukhi
5915605|Walter Salles
2608632|Nicolas Roeg
5956923|Robert Wise
5911676|Lance Huber
3916994|Peter Bogdanovich
2164812|Eugene Forde
3007046|Paul Auster
3007046|Wayne Wang
829453|Harry Winer
5818265|Sujoy Ghosh
3405853|David Drury
4346113|Terry Zwigoff
975125|Alfred Hitchcock
4623135|Douglas Sirk
4673877|Alexander Singer
4660589|Rithy Panh
2549707|Mohsen Makhmalbaf
5650815|Theo Angelopoulos
3793878|Patricio Guzmán
866909|H. Bruce Humberstone
4326629|David Ridgen
4326629|Nicolas Rossier
3095762|David Lynch
3068213|Geoff Murphy
3213396|Shûji Kataoka
2545273|Sara Goméz
2545273|Julio García Espinosa
2545273|Thomas González Pérez
2545273|Tomás Gutiérrez Alea
3009681|Tony Bui
3263111|Alexander Payne
4267323|Michelangelo Antonioni
3215024|Uwe Boll
2593215|Sam Taylor
5969445|Victor Fleming
3446978|Steve James
1049898|Marlon Riggs
3167890|Mel Smith
3486365|Terence Young
3474886|Cary Solomon
3474886|Chuck Konzelman
5768958|Rowland V. Lee
3393271|Kei Kumai
3249247|Nuri Bilge Ceylan
3003330|Robert Altman
5651125|Rob Letterman
3485605|Michael Steinberg
3160706|Mark McQueen
5073895|Koreyoshi Kurahara
3596519|Satyajit Ray
4151115|Maurice Murphy
3023220|Yin Li-Chuan
3231198|John Frankenheimer
3229033|Claude Chabrol
4195378|Jan Nowina-Przybylski
4195378|Joseph Green
1713871|Hans Richter
3168626|Alastair Fothergill
3168626|Mark Linfield
4147700|Don Roos
4037926|Siatta Scott Johnson
4037926|Daniel Junge
3471180|Pierre Falardeau
4672019|Najwa Najjar
3418133|Elio Quiroga
3368848|John Akomfrah
3298439|Angela Christlieb
3298439|Stephen Kijak
627264|Max Ophüls
3513439|Robert Altman
5857477|Yann Samuell
2549709|Kris McManus
4342428|Joel Coen
4342428|Ethan Coen
4208440|Chan-ok Park
4654413|Uros Stojanovic
5818038|Keith Cossrow
5818038|Bennett Viseltear
3767966|Mike Leigh
5440953|Stewart Main
4140933|Yôichi Sai
5771501|Laís Bodanzky
2069272|Ivan Pyryev
4208057|Emir Kusturica
3810352|Vicky Funari
3810352|Sergio de la Torre
4230539|Jun'ya Satô
4078529|Roberto Benigni
3329515|Kathryn Bigelow
2537820|W.S. Van Dyke
5753145|Kim Nguyen
5199877|Ladislao Vajda
4304602|Jacques Rivette
3414535|Stephen Earnhart
832724|Pedro Almodóvar
417565|John Ford
3155029|George Miller
3155029|George Ogilvie
626903|Luc Besson
2060958|Su Friedrich
2077837|Alain Resnais
5846233|Edmund Goulding
5663921|Linda Wendel
4308741|Clifton Ko Chi-Sum
2971979|Cristián Galaz
4078390|Lee Mun Wah
4267768|Hava Kohav Beller
3399382|Sergio Leone
2669092|Ernst Lubitsch
3924883|Rakesh Roshan
5599440|Pál Fejös
3842870|Paul Verhoeven
3368024|Jean Renoir
3450946|Ralph Bakshi
5141640|Jeffrey W. Byrd
3943827|Heidi Ewing
3943827|Rachel Grady
2976807|Billy Corben
3984440|Evan Coyne Maloney
3147010|Steve Barron
3416279|Alfred Hitchcock
3415003|Rex Ingram
5925374|Costa-Gavras
5141643|Bill Couturie
3927839|Tim Wolochatiuk
3390316|Kôichi Ôhata
4314277|Anne Fontaine
2610874|Adam Simon
2610874|Darren Moloney
5073903|Krzysztof Kieślowski
3878686|Brian G. Hutton
3402673|Frederic Lilien
3283562|Nina Gilden Seavey
594750|Ram Gopal Varma
4199747|Dario Argento
1800221|Agustí Villaronga
676346|Stanley Donen
3963383|Juan Antonio Bardem
5988361|Margarethe von Trotta
2610881|Gordon Douglas
2477290|King Vidor
3847840|Samuel Fuller
5727519|Colin Trevorrow
2130799|Rosa von Praunheim
2130799|Rosa von Praunheim
3916395|Martin Stellman
3150372|John Sturges
5833168|Fritz Lang
3246752|Deann Borshay
5070057|Ulrike Ottinger
3501539|A. Edward Sutherland
4905032|David Thacker
3242322|François Ozon
3962793|Rabah Ameur-Zaïmeche
4304611|Abbas Kiarostami
4145744|Francesca Archibugi
3809230|Ang Lee
3925830|Ricki Stern
3925830|Anne Sundberg
2750888|Lynn Hershman-Leeson
1136261|Robert Altman
3094829|Stephen Daldry
5953898|Dani Levy
3406002|Robert Wise
2999736|Rob Reiner
2784453|Juan Bustillo Oro
2784453|Fernando de Fuentes
3906907|Roy Del Ruth
3840153|Claudia Llosa
4205157|Vladimir Shchegolkov
3329470|Todd Phillips
5094201|Jack Arnold
2043029|Patrice Chéreau
3601256|Toshiki Hirano
5740222|Lauren Greenfield
4959107|Bobby Farrelly
4959107|Peter Farrelly
3196787|D.W. Griffith
4311986|Claudio Giovannesi
1072281|Jan Jakub Kolski
5956836|Andrew Bujalski
3785923|Charlie Chaplin
630910|Richard Pearce
4305386|Roberto Rossellini
3377615|Sandro
2700956|David A.R. White
3950459|Rajat Kapoor
3954431|Peter Markle
5727518|Lorene Scafaria
4664273|Samuel Fuller
4674567|Andrea Arnold
2218075|Юрий Кара
3927719|John Ford
5844061|Antoine de Maximy
3859490|Khwaja Sarfraz
1057451|Matt Codd
3852294|John Price
2741329|Daniel Ruczko
3500907|Orson Welles
4294864|Saschka Unseld
3040037|Paolo Taviani
3040037|Vittorio Taviani
745764|Kei Kumai
3810083|Charles Crichton
3482921|Feng Xiao-Gang
3847169|Albert Kai-kwong Mak
3744947|Harry Rasky
3446930|Richard Brooks
710785|Kenneth Anger
3134723|Georges Franju
2747957|Nick Broomfield
3374902|Chen Kuo-Fu
3492470|Lautaro Murúa
4662682|Marina Abramovic
4662682|Matthew Barney
4662682|Marco Brambilla
4662682|Cecily Brown
4662682|Larry Clark
4662682|Sante D'Orazio
4662682|Marilyn Minter
4662682|Gaspar Noé
4662682|Richard H. Prince
4662682|Sam Taylor-Johnson
4662682|Tunga
3490410|Siddharth Anand
3363439|Hideaki Anno
3363439|Kazuya Tsurumaki
3363439|Masayuki
3417782|Irwin Winkler
4309383|Damjan Kozole
4160435|Maria Maggenti
3852817|István Szabó
3587499|Christopher Nolan
3917253|Werner Herzog
4170416|Joel Silberg
3768200|Hayao Miyazaki
4649014|Aman Chang
5860634|Steven Soderbergh
5478827|Jørgen Leth
4313532|Mike McEntire
2050460|Irwin Winkler
3464712|Robert Bresson
5743594|Johnnie To
5576362|Diego Delgado
5576362|Luciana Kaplan
2741370|Philip Gardiner
4941704|William Eubank
3975567|Clint Eastwood
3287937|Delbert Mann
4267780|Akira Kurosawa
3841468|Giles Foster
4086019|William Friedkin
4917099|Raymonde Provencher
5909259|Marc Evans
4081619|Lucian Muntean
4081619|Natasa Stankovic
528663|Robert Benton
4230346|Francesca Archibugi
2750898|David O. Russell
3960998|Charles Walters
2321629|Yvan Gauthier
3956535|Danis Tanović
3387639|Frank Capra
3003000|Robert Z. Leonard
3368959|Icíar Bollaín
4140976|Jacques Deray
4195411|Lu Zhang 
3496957|Danny Boyle
633403|George Cukor
3915328|Eugène Green
4344941|Edward Dmytryk
3773343|John Ford
3765446|Su Friedrich
3843496|Robert Bresson
3989760|Doug Pray
5199278|Brian G. Hutton
3909349|Rob Gibbs
645709|John Schlesinger
4295298|Sally Potter
3147066|Nick Park
3744966|Richard Brooks
5195761|Steven Sprung
5197603|Jonathan Demme
2505813|Steven Spielberg
2169161|Da-Jung Nam
5956835|King Vidor
709528|Gunther von Fritsch
709528|Robert Wise
3295733|François Ozon
3226606|John Emerson
2069945|Carlo Carlei
5906421|Chris Marker
1434073|Roberto Rossellini
3818684|Cláudio Assis
3963745|Anatole Litvak
3792849|Yong Hou
3785920|George Archainbaud
3062989|Marcel Carné
1819178|Harry Hook
5205730|Shira Potash
5205730|Yoav Potash
5294844|John Turturro
2648208|Leigh Scott
3484970|Joseph Losey
4347315|Dennis O'Rourke
2242593|Julio Medem
3006263|Owen Land
629815|Busby Berkeley
5772129|Jean Rouch
4444050|Sam Wood
3329441|Andy Tennant
1116429|Basil Wright
1657163|Logan Thomas
3431227|Andrew Shea
3827618|Yôichi Sai
3465575|Ewald André Dupont
4140870|Tim Whelan
2043043|Luca Bercovici
2312028|Joyce Buñuel
2078271|Fernando Trueba
3507584|Giuseppe Tornatore
3951481|Bob Gardiner
3951481|Will Vinton
5727266|Isaac Brown
1661920|Steven Okazaki
3998573|Hans-Christoph Blumenberg
5742951|Pablo Trapero
4920673|Michael Gordon
3145654|Alfred Hitchcock
3504233|Gabriele Salvatores
2999718|Jill Friedberg
2999718|Rick Rowley
3508945|Robert Aldrich
5582170|Tyler Perry
3954446|Jean-Marc Vallée
3038920|Edmund Goulding
3370466|Mike Nichols
3298453|Luis Valdez
4058358|Nick Broomfield
2696852|Gustavo Mosquera R.
4225478|Adrien Biniez
5684838|Leslie Goodwins
4172016|Shôhei Imamura
2201592|Rolan Bykov
3906132|Sergei M. Eisenstein
3439542|Darrell James Roodt
5753508|Michel Deville
4311883|Nanni Moretti
2762432|Alfonso Aráu
5909434|Andrea Molaioli
3799472|Wim Wenders
3040042|Jack Clayton
3842828|Theo Angelopoulos
5924895|Scott McGehee
5924895|David Siegel
3485604|George Armitage
3049821|Frank Oz
2733921|David Mamet
3147633|Tom Mankiewicz
4441871|Héctor Olivera
3182575|Shen Xiling
3124907|James Mangold
3960908|Danièlle Huillet
3960908|Jean-Marie Straub
2881040|Gerald Potterton
2881040|Buster Keaton
5805009|Michael Dowse
3942066|Abdullah Oguz
3920279|Mark Dornford-May
2549956|John Hubley
4318731|Gregory La Cava
4341489|Carl Th. Dreyer
5988410|Edgar Wright
3760061|John Ford
5684334|Taylor Wong
4629520|Guy Jenkin
3021422|Nobuhiko Obayashi
4146551|Norman Spencer
4921095|Peter Weir
3803934|Lasse Hallström
2043042|Roman Polanski
3235961|David Schwimmer
4623358|Allan King
4094061|Frank Borzage
4904704|Josué Méndez
2537824|Norman Jewison
3882968|Kerri Koch
3808948|Mika Kaurismäki
3459141|George Cukor
3807880|Michael Anderson
4092485|Sam Wood
2664161|Mohsen Makhmalbaf
3989634|Khodzha Kuli Narliyev
4049185|Lech Majewski
3410417|Kun Hao Chen
2980824|Wim Wenders
3862024|Sidney Gilliat
4144182|Mark Herman
5959824|Gabriela Cowperthwaite
5953760|Sofia Coppola
3276527|Salvador García Ruiz
4326959|Gulzar
1289180|Christopher Zalla
5763511|Jon Else
3184013|Alex Cox
3051593|Fenton Bailey
3051593|Randy Barbato
3886028|H. C. Potter
4225492|James Ivory
3973681|Ralph Bakshi
5818196|Bruce Brown
4323218|Nagisa Ōshima
580126|John Landis
4160431|Richard Donner
3829842|Guy Hamilton
4146536|John Schlesinger
842659|Carlos Saura
4223772|Georges Franju
5845271|Masaki Kobayashi
5684551|Kikuo Kawasaki
624158|Zhang Ke Jia
3285893|Carlos Saura
3431234|Jennifer Baichwal
3780306|Nuri Bilge Ceylan
4052054|Jim Van Bebber
5740093|Gerhard Lamprecht
4328075|Basu Chatterjee
3988317|Ron Oda
3988317|Kris Chin
5587223|Soi Cheang
4676517|Robert Siodmak
5279443|Ahmed Bouchaala
5279443|Zakia Tahri
3470492|Peter Kahane
4650855|Gabriele Muccino
3388439|Alison Maclean
3388439|Tobias Perse
4195034|Rodman Flender
4312946|Maurice Pialat
4165971|Hrishikesh Mukherjee
3775205|Ching Liang Kwan
3166983|Masaki Kobayashi
4287412|Stéphane Tchalgadjieff
4287412|Jean-Jacques Flori
3508796|Michael Verhoeven
5142358|J.J. Abrams
3145345|Michael Gordon
1579264|Frederick Wiseman
3883644|Otto Preminger
5193208|John Michael McDonagh
4149496|Deborah Scranton
3913756|Zhong Yi
5261181|J.J. Abrams
4309334|Ron Clements
4309334|John Musker
3808364|Billy Bob Thornton
5685216|Nick Grinde
3032246|Kirk Browning
3939145|Corey Yuen Kwai
3939145|Patrick Leung
3364058|John Boorman
3847052|Deepa Mehta
4940557|Leslie Zemeckis
4085242|Eric Chaikin
4085242|Julian Petrillo
3951532|Pratibha Parmar
3854200|Jerzy Kawalerowicz
4294898|Bo Widerberg
3503142|Stephen Frears
4675264|Ian Fitzgibbon
3999494|Zhang Yimou
4267823|Michael Caton-Jones
2078177|Gillo Pontecorvo
4311983|Michele Placido
2237403|Josefina Molina
3771513|Joseph L. Mankiewicz
5206164|Marcello Avallone
3847177|Michael Apted
